channel,y,x
0,378,317
0,425,319
0,375,338
0,383,347
0,376,356
0,392,356
0,382,333
0,452,297
0,427,293
0,480,298
0,393,313
0,403,313
0,468,317
0,435,304
0,369,378
0,455,321
0,459,232
0,468,194
0,390,183
0,460,175
0,420,138
0,439,123
0,434,171
0,479,188
0,444,169
0,487,218
0,471,204
0,448,202
0,420,181
0,435,125
0,412,196
0,463,199
0,500,194
0,482,225
0,428,149
0,515,200
0,479,227
0,456,188
0,489,208
0,462,175
0,407,149
0,507,200
0,467,208
0,435,150
0,484,200
0,459,166
0,410,146
0,407,154
0,435,210
0,423,134
0,400,165
0,425,145
0,482,218
0,445,130
0,476,193
0,446,171
0,484,207
0,436,146
0,481,184
0,519,191
0,418,156
0,491,192
0,438,770
0,449,789
0,379,787
0,399,765
0,447,789
0,399,783
0,404,794
0,402,765
0,463,800
0,428,744
0,406,797
0,406,854
0,433,790
0,403,843
0,423,760
0,401,784
0,391,787
0,393,792
0,420,782
0,400,777
0,411,778
0,441,731
0,414,968
0,434,952
0,414,944
0,444,991
0,441,988
0,464,980
0,401,940
0,401,953
0,460,960
0,424,966
0,424,986
0,463,972
0,439,971
0,414,955
0,438,1000
0,426,954
0,460,933
0,424,999
0,394,1031
0,463,943
0,411,1024
0,393,1027
0,463,978
0,403,984
0,448,988
0,461,938
0,389,1051
0,419,1003
0,394,1019
0,410,952
0,412,982
0,475,961
0,413,955
0,424,956
0,408,993
0,415,617
0,409,637
0,419,618
0,448,632
0,410,592
0,426,721
0,427,697
0,437,623
0,423,591
0,419,672
0,406,668
0,423,613
0,428,668
0,394,660
0,414,630
0,440,656
0,419,697
0,432,668
0,425,683
0,434,657
0,421,705
0,413,634
0,423,632
0,404,666
0,424,729
0,412,585
0,427,691
0,407,700
0,430,1256
0,416,1252
0,404,1265
0,512,1237
0,455,1216
0,417,1266
0,476,1273
0,451,1259
0,464,1216
0,473,1260
0,483,1252
0,503,1237
0,440,1267
0,485,1232
0,460,1263
0,476,1233
0,485,1234
0,450,1245
0,450,1213
0,417,1258
0,481,1250
0,488,1261
0,493,1227
0,454,1191
0,457,1187
0,466,1212
0,498,1036
0,449,1036
0,509,1075
0,533,1045
0,476,1027
0,441,1030
0,531,1077
0,499,1052
0,536,1053
0,453,1037
0,446,1040
0,473,1018
0,517,1057
0,428,1062
0,490,1063
0,499,1034
0,472,1058
0,499,1045
0,452,1030
0,532,1086
0,500,1054
0,456,1040
0,523,1064
0,488,1040
0,480,1016
0,523,1043
0,460,1386
0,453,1388
0,512,1371
0,482,1381
0,443,1385
0,486,1376
0,501,1383
0,505,1319
0,546,1389
0,505,1345
0,460,1294
0,486,1343
0,534,1328
0,569,1373
0,494,1327
0,602,1373
0,606,1378
0,572,1374
0,532,1360
0,549,1388
0,465,1317
0,528,1324
0,541,1379
0,581,1341
0,559,1363
0,483,1328
0,463,1292
0,583,1349
0,504,1341
0,617,1371
0,547,1357
0,614,1388
0,455,1313
0,462,1318
0,565,1344
0,490,1347
0,536,1332
0,588,1352
0,447,1341
0,529,1306
0,515,1312
0,456,1305
0,497,1302
0,555,1378
0,536,1291
0,526,1346
0,446,1349
0,609,1374
0,622,1365
0,621,1363
0,475,1291
0,522,1333
0,553,1334
0,491,1351
0,482,1291
0,486,1333
0,532,1291
0,444,1340
0,575,1353
0,537,1371
0,534,1311
0,465,1348
0,527,1154
0,498,1158
0,538,1155
0,487,1176
0,497,1170
0,494,1168
0,501,1160
0,511,1177
0,507,357
0,479,337
0,503,365
0,551,298
0,502,410
0,499,374
0,512,352
0,497,334
0,491,344
0,516,346
0,535,408
0,528,399
0,499,279
0,516,357
0,492,374
0,521,401
0,499,330
0,501,283
0,552,296
0,488,312
0,516,385
0,549,417
0,489,303
0,495,370
0,556,302
0,524,317
0,498,272
0,489,407
0,498,324
0,516,341
0,518,333
0,513,980
0,562,981
0,579,968
0,484,989
0,507,993
0,536,991
0,537,982
0,520,974
0,568,977
0,542,974
0,566,959
0,563,974
0,542,946
0,521,984
0,540,984
0,498,983
0,532,994
0,511,966
0,512,976
0,531,976
0,569,962
0,519,981
0,502,1179
0,497,1193
0,501,1191
0,507,1184
0,494,1214
0,546,733
0,565,739
0,588,728
0,542,723
0,631,816
0,559,721
0,598,792
0,582,770
0,510,728
0,589,741
0,609,774
0,518,711
0,489,718
0,611,792
0,581,728
0,528,732
0,512,699
0,600,733
0,540,709
0,548,734
0,577,758
0,565,741
0,578,724
0,566,768
0,597,801
0,599,729
0,610,769
0,599,786
0,609,770
0,557,753
0,604,807
0,580,708
0,610,810
0,542,722
0,553,716
0,567,767
0,516,1104
0,525,1116
0,496,1121
0,511,1142
0,500,1140
0,514,1105
0,508,1124
0,644,84
0,600,22
0,548,63
0,688,70
0,535,55
0,588,24
0,562,60
0,523,116
0,514,64
0,610,56
0,626,130
0,537,96
0,561,76
0,530,96
0,562,88
0,625,152
0,605,85
0,646,76
0,656,82
0,543,54
0,537,77
0,576,91
0,662,87
0,580,24
0,597,30
0,587,74
0,677,65
0,546,112
0,538,56
0,684,64
0,598,115
0,549,53
0,572,121
0,578,66
0,649,142
0,700,65
0,634,95
0,603,39
0,568,39
0,681,61
0,590,57
0,651,79
0,609,117
0,609,66
0,647,139
0,526,117
0,533,83
0,508,64
0,644,147
0,572,56
0,536,94
0,657,66
0,542,50
0,513,111
0,647,114
0,622,68
0,584,95
0,542,71
0,526,122
0,621,77
0,621,98
0,652,143
0,508,105
0,577,52
0,574,108
0,621,123
0,664,137
0,657,135
0,639,126
0,547,82
0,618,136
0,516,64
0,576,105
0,596,1
0,567,110
0,581,29
0,570,1151
0,546,1172
0,575,1143
0,586,1101
0,538,1212
0,556,1208
0,567,1222
0,540,1196
0,577,1215
0,579,1139
0,544,1195
0,588,1098
0,572,1219
0,572,1236
0,540,1170
0,570,1209
0,548,1227
0,547,1190
0,570,1155
0,527,1205
0,563,1236
0,557,1176
0,573,1226
0,606,670
0,599,659
0,584,673
0,600,680
0,652,667
0,609,650
0,654,663
0,621,672
0,566,644
0,605,646
0,673,653
0,648,662
0,568,651
0,550,659
0,597,657
0,689,649
0,548,656
0,580,668
0,569,657
0,598,673
0,553,650
0,571,199
0,550,150
0,640,191
0,592,187
0,579,158
0,644,217
0,630,185
0,560,193
0,585,193
0,656,223
0,568,187
0,552,157
0,617,238
0,567,198
0,582,198
0,603,191
0,637,217
0,622,190
0,593,189
0,616,189
0,564,170
0,606,188
0,598,245
0,547,155
0,560,172
0,612,212
0,560,154
0,548,138
0,556,148
0,541,150
0,621,239
0,593,158
0,544,135
0,538,1081
0,653,1092
0,651,1093
0,622,1106
0,636,1107
0,614,1102
0,642,1099
0,582,1085
0,649,1099
0,616,1086
0,633,1099
0,659,1093
0,620,1088
0,596,1073
0,567,1087
0,645,1101
0,567,1086
0,579,320
0,574,301
0,580,320
0,598,294
0,564,325
0,599,310
0,572,360
0,605,277
0,556,314
0,569,296
0,592,320
0,579,295
0,575,355
0,579,287
0,576,360
0,583,287
0,586,332
0,628,900
0,599,889
0,580,892
0,614,894
0,620,899
0,674,900
0,602,890
0,671,888
0,587,888
0,582,925
0,599,927
0,584,906
0,594,916
0,593,911
0,609,912
0,606,894
0,615,894
0,606,892
0,573,910
0,660,1378
0,592,1337
0,632,1363
0,615,1348
0,612,1336
0,655,1371
0,620,1300
0,649,1330
0,646,1316
0,656,1330
0,617,1336
0,593,1337
0,621,1334
0,595,1318
0,642,1333
0,648,1353
0,597,1317
0,636,1309
0,631,1345
0,662,1385
0,610,1319
0,630,442
0,629,441
0,606,469
0,594,505
0,629,490
0,607,486
0,623,479
0,604,480
0,622,476
0,649,486
0,599,473
0,630,454
0,612,485
0,632,448
0,654,484
0,625,490
0,611,461
0,615,1223
0,600,1222
0,597,1275
0,653,1195
0,626,1229
0,588,1280
0,581,1277
0,677,1179
0,632,1221
0,705,1171
0,635,1205
0,661,1186
0,631,1216
0,670,1162
0,607,1232
0,596,1219
0,601,1263
0,632,1210
0,587,1277
0,698,1173
0,613,1243
0,618,1236
0,610,1218
0,692,289
0,662,365
0,641,384
0,727,342
0,705,324
0,697,299
0,687,318
0,657,350
0,683,324
0,642,321
0,746,355
0,651,387
0,626,372
0,714,303
0,676,371
0,675,312
0,720,318
0,705,364
0,730,345
0,679,303
0,668,287
0,694,344
0,703,349
0,699,321
0,680,305
0,682,361
0,654,374
0,687,329
0,652,333
0,646,325
0,730,314
0,670,382
0,662,310
0,644,320
0,689,306
0,683,327
0,720,328
0,711,358
0,665,352
0,659,325
0,702,328
0,718,351
0,688,297
0,680,299
0,702,277
0,729,318
0,731,312
0,668,349
0,734,327
0,654,1233
0,666,1275
0,664,1218
0,657,1240
0,673,1265
0,640,1256
0,676,1265
0,671,1238
0,667,1244
0,663,1226
0,660,1230
0,674,1246
0,666,1267
0,648,1245
0,636,1252
0,698,1023
0,697,1001
0,684,1052
0,668,1069
0,708,1048
0,749,1108
0,712,1070
0,734,1110
0,688,1036
0,710,1071
0,709,1010
0,701,1083
0,695,1057
0,708,950
0,690,1054
0,688,947
0,693,1058
0,721,1077
0,699,961
0,695,991
0,690,1068
0,713,990
0,733,972
0,714,981
0,699,1101
0,686,950
0,659,1317
0,679,1314
0,689,1346
0,676,1329
0,688,1356
0,660,1336
0,699,1288
0,668,1355
0,690,1359
0,679,1368
0,690,1375
0,682,1377
0,664,1290
0,677,1289
0,660,1316
0,697,1306
0,705,1287
0,683,1324
0,685,1308
0,716,868
0,692,891
0,707,863
0,700,820
0,708,814
0,713,873
0,691,887
0,731,869
0,707,834
0,742,869
0,769,882
0,703,854
0,717,858
0,724,838
0,721,848
0,779,894
0,723,883
0,734,880
0,700,832
0,733,886
0,806,904
0,687,838
0,713,889
0,693,843
0,765,879
0,773,895
0,777,894
0,787,878
0,711,862
0,703,855
0,715,690
0,685,708
0,691,717
0,693,700
0,697,710
0,774,726
0,716,671
0,736,713
0,725,703
0,712,713
0,743,708
0,695,664
0,709,708
0,697,701
0,725,722
0,681,701
0,730,691
0,713,685
0,714,705
0,738,703
0,715,1258
0,764,1289
0,714,1263
0,711,1272
0,735,1308
0,706,1304
0,771,1288
0,757,1330
0,763,1302
0,765,1300
0,729,1325
0,719,1311
0,726,1309
0,762,1279
0,748,1279
0,755,1335
0,751,1326
0,756,1195
0,745,1233
0,743,1237
0,707,1302
0,745,1224
0,740,1283
0,725,1268
0,762,1210
0,708,1317
0,750,1248
0,756,1278
0,743,1290
0,771,1312
0,761,1278
0,758,1240
0,764,1224
0,739,1229
0,751,1341
0,759,1309
0,759,1311
0,727,1253
0,773,255
0,754,193
0,761,205
0,733,191
0,751,237
0,809,147
0,781,264
0,724,207
0,761,141
0,764,213
0,761,211
0,785,244
0,780,229
0,815,144
0,796,222
0,774,240
0,779,240
0,810,153
0,808,197
0,785,167
0,741,217
0,770,204
0,803,155
0,780,156
0,784,237
0,792,262
0,744,220
0,802,154
0,764,143
0,804,174
0,784,262
0,790,151
0,798,206
0,745,171
0,811,209
0,822,209
0,715,215
0,731,202
0,812,160
0,775,229
0,753,220
0,721,215
0,750,155
0,792,213
0,782,137
0,779,1224
0,783,1223
0,865,1238
0,810,1208
0,814,1214
0,854,1236
0,810,1207
0,786,1220
0,799,1229
0,806,1227
0,818,1241
0,821,1209
0,805,1213
0,821,1233
0,835,1238
0,900,1356
0,809,1378
0,820,1360
0,821,1356
0,861,1383
0,816,1334
0,805,1323
0,769,1353
0,890,1388
0,800,1369
0,793,1347
0,788,1290
0,801,1326
0,826,1355
0,863,1391
0,835,1361
0,880,1385
0,901,1360
0,823,1319
0,827,1356
0,820,1322
0,832,1359
0,819,1384
0,812,1340
0,827,474
0,808,341
0,838,539
0,843,473
0,815,356
0,829,459
0,853,536
0,853,508
0,820,312
0,847,490
0,838,519
0,823,544
0,840,556
0,817,307
0,859,506
0,869,524
0,817,349
0,853,510
0,838,536
0,814,330
0,849,542
0,820,338
0,861,550
0,845,520
0,850,501
0,826,424
0,831,427
0,862,518
0,839,463
0,848,471
0,827,414
0,843,545
0,840,436
0,864,512
0,828,309
0,822,360
0,835,497
0,866,513
0,824,439
0,870,513
0,860,1284
0,887,1299
0,861,1297
0,867,1291
0,855,1353
0,853,1311
0,865,1298
0,863,1297
0,854,1360
0,837,1356
0,858,1316
0,862,1344
0,829,1342
0,834,1318
0,883,1297
0,837,1268
0,873,1344
0,907,1333
0,835,1349
0,850,1353
0,859,1278
0,848,1370
0,831,1314
0,853,1302
0,858,1370
0,865,1294
0,823,1151
0,842,1127
0,904,1119
0,845,1136
0,933,1111
0,878,1114
0,898,1128
0,857,1115
0,852,1134
0,870,1124
0,855,1112
0,890,1110
0,914,1116
0,841,1136
0,879,1129
0,882,1032
0,858,1008
0,852,1059
0,869,1046
0,839,1053
0,869,1037
0,862,1030
0,870,1020
0,842,1042
0,854,1024
0,846,1012
0,845,1050
0,874,1023
0,841,1015
0,874,143
0,879,162
0,851,192
0,845,167
0,835,164
0,870,155
0,858,148
0,828,171
0,848,165
0,863,143
0,902,110
0,894,130
0,900,143
0,874,144
0,848,168
0,879,182
0,839,170
0,895,167
0,904,233
0,868,205
0,863,218
0,912,230
0,875,207
0,864,247
0,857,255
0,874,192
0,898,199
0,845,224
0,918,223
0,862,269
0,870,195
0,911,214
0,870,264
0,861,239
0,840,242
0,893,189
0,860,250
0,886,225
0,841,224
0,861,223
0,912,1147
0,859,1204
0,880,1164
0,867,1176
0,975,1220
0,899,1137
0,905,1146
0,963,1211
0,939,1183
0,1008,1241
0,904,1135
0,945,1203
0,950,1203
0,921,1222
0,840,1153
0,920,1165
0,930,1220
0,962,1247
0,932,1215
0,1016,1244
0,993,1218
0,895,1142
0,897,1176
0,975,1241
0,984,1253
0,1008,1246
0,928,1219
0,959,1205
0,915,1187
0,992,1246
0,942,1176
0,946,1201
0,961,1223
0,931,1176
0,928,1185
0,963,1230
0,862,1181
0,893,1180
0,958,1228
0,912,1135
0,983,1217
0,874,1143
0,873,1166
0,882,1167
0,991,1242
0,872,1170
0,914,1134
0,905,1173
0,898,1159
0,858,1190
0,979,1243
0,991,1243
0,956,1228
0,938,1194
0,866,1145
0,848,1199
0,927,349
0,872,373
0,875,381
0,940,349
0,936,328
0,901,380
0,917,343
0,957,342
0,929,323
0,906,388
0,927,389
0,951,347
0,938,350
0,940,345
0,912,349
0,917,379
0,903,360
0,919,334
0,920,592
0,909,631
0,919,644
0,896,631
0,929,559
0,852,599
0,944,687
0,926,669
0,911,670
0,904,714
0,912,630
0,936,623
0,922,672
0,923,581
0,873,605
0,910,617
0,928,613
0,912,601
0,928,575
0,944,511
0,867,622
0,948,651
0,867,637
0,919,628
0,922,613
0,869,626
0,986,646
0,929,560
0,921,595
0,937,683
0,957,660
0,883,639
0,909,694
0,861,610
0,909,697
0,927,680
0,913,731
0,927,630
0,939,672
0,938,674
0,924,648
0,910,620
0,959,655
0,941,678
0,925,678
0,864,611
0,876,606
0,855,620
0,938,621
0,939,639
