channel,y,x
0,977,637
0,969,984
0,896,1003
0,902,976
0,904,987
0,880,977
0,886,985
0,941,969
0,891,1000
0,909,981
0,866,971
0,877,979
0,901,979
0,896,1007
0,899,969
0,924,977
0,893,982
0,901,995
0,922,986
0,896,995
0,889,987
0,949,1086
0,964,1116
0,964,1106
0,927,1059
0,862,1080
0,950,1079
0,904,1063
0,885,1083
0,964,1118
0,965,1123
0,943,1095
0,947,1065
0,936,1082
0,956,1108
0,950,1113
0,951,1082
0,956,1083
0,945,1073
0,905,1091
0,939,826
0,867,876
0,895,805
0,944,831
0,896,845
0,885,856
0,888,851
0,895,847
0,905,800
0,880,832
0,944,838
0,932,811
0,873,784
0,894,823
0,881,834
0,939,815
0,884,823
0,897,839
0,912,822
0,919,798
0,932,1037
0,930,1018
0,924,1032
0,931,1020
0,902,1052
0,955,1024
0,947,1030
0,916,1046
0,941,1012
0,909,1027
0,946,1021
0,959,1024
0,914,1034
0,907,1042
0,941,436
0,940,459
0,950,431
0,923,450
0,919,442
0,1000,444
0,887,452
0,998,461
0,925,419
0,935,438
0,902,399
0,978,450
0,950,445
0,939,426
0,945,420
0,945,423
0,957,454
0,941,442
0,943,416
0,959,447
0,1003,443
0,928,410
0,941,438
0,897,459
0,965,441
0,974,448
0,954,426
0,942,432
0,889,459
0,903,430
0,901,414
0,959,464
0,912,459
0,932,457
0,944,467
0,905,423
0,941,449
0,897,458
0,941,460
0,906,466
0,988,714
0,948,716
0,941,705
0,945,744
0,897,772
0,961,734
0,959,740
0,958,718
0,945,755
0,957,731
0,951,738
0,985,710
0,943,729
0,979,698
0,968,720
0,928,716
0,926,735
0,936,714
0,931,717
0,968,713
0,956,743
0,898,187
0,977,138
0,909,168
0,923,144
0,971,134
0,935,139
0,939,184
0,920,148
0,952,168
0,942,151
0,941,139
0,904,177
0,968,142
0,915,118
0,914,147
0,932,198
0,981,140
0,958,192
0,926,105
0,974,135
0,979,143
0,941,202
0,937,96
0,933,189
0,942,162
0,915,123
0,975,156
0,946,191
0,937,141
0,964,170
0,900,190
0,969,912
0,990,881
0,1009,936
0,986,928
0,933,881
0,947,871
0,1014,931
0,908,925
0,959,871
0,958,861
0,959,883
0,1015,914
0,980,883
0,946,949
0,990,927
0,985,881
0,982,935
0,982,921
0,933,877
0,930,937
0,939,935
0,943,868
0,967,892
0,970,852
0,974,892
0,967,955
0,977,884
0,1015,935
0,938,922
0,952,934
0,934,885
0,994,888
0,963,896
0,927,914
0,956,866
0,954,916
0,969,905
0,948,930
0,948,942
0,991,916
0,945,903
0,933,864
0,1011,915
0,949,909
0,934,878
0,984,928
0,927,889
0,925,780
0,965,778
0,949,767
0,998,754
0,975,749
0,977,751
0,989,758
0,957,759
0,931,782
0,965,789
0,957,797
0,940,780
0,927,785
0,941,777
0,957,28
0,949,11
0,945,32
0,924,31
0,936,11
0,932,29
0,949,38
0,964,16
0,937,1
0,961,27
0,987,14
0,941,14
0,978,1071
0,946,1053
0,970,1068
0,957,1068
0,942,1045
0,958,1060
0,962,1055
0,963,1053
0,968,1067
0,1008,356
0,1001,281
0,1019,317
0,1004,334
0,1016,335
0,1008,302
0,1009,278
0,1016,299
0,1023,381
0,1018,284
0,975,267
0,1012,353
0,1035,331
0,1010,395
0,1009,346
0,1020,386
0,977,310
0,1018,350
0,1025,297
0,990,290
0,1006,344
0,1025,324
0,1006,386
0,980,307
0,1024,295
0,1004,300
0,961,273
0,1006,329
0,1007,315
0,1025,327
0,1018,370
0,1014,359
0,986,303
0,979,297
0,998,766
0,1026,761
0,1034,773
0,1028,772
0,1034,807
0,1024,770
0,1001,776
0,1014,824
0,1016,772
0,1012,750
0,996,793
0,1013,798
0,995,767
0,1026,807
0,1022,770
0,1023,735
0,1013,799
0,988,801
0,1035,777
0,1000,779
0,1009,1083
0,1001,1057
0,999,1101
0,991,1043
0,1022,1083
0,1012,1083
0,1001,1112
0,1007,1088
0,1033,1088
0,1009,1089
0,1027,1073
0,1009,1048
0,981,1040
0,1023,1143
0,1033,1136
0,1017,1064
0,1007,1080
0,1034,1126
0,1032,1143
0,1014,1106
0,995,1088
0,988,1020
0,1030,1067
0,1006,1047
0,1005,1124
0,1031,1343
0,1036,1282
0,1033,1328
0,1033,1334
0,1038,1360
0,1029,1368
0,1023,1313
0,1010,1386
0,1034,1335
0,1012,1287
0,1028,1358
0,1039,1340
0,1011,1296
0,1035,1046
0,1034,1059
0,1038,1042
0,1017,1049
0,1036,818
0,1032,827
0,1036,862
0,1038,735
0,1034,756
1,12,671
1,32,702
1,65,672
1,3,688
1,58,684
1,67,699
1,27,615
1,30,621
1,6,641
1,35,628
1,91,701
1,12,671
1,37,693
1,56,667
1,35,648
1,29,688
1,19,714
1,82,690
1,45,685
1,61,676
1,15,678
1,18,663
1,11,703
1,35,619
1,44,664
1,73,682
1,35,684
1,59,692
1,61,694
1,62,701
1,60,700
1,62,698
1,58,701
1,61,702
1,53,690
1,73,702
1,54,691
1,63,701
1,57,700
1,3,668
1,9,660
1,10,659
1,2,667
1,6,655
1,5,660
1,3,667
1,2,669
1,6,667
1,11,660
1,5,661
1,1,656
1,5,676
1,2,671
1,7,669
1,1,682
1,2,670
1,5,675
1,14,674
1,4,673
1,3,675
1,4,676
1,3,668
1,6,665
1,3,673
1,1,660
1,5,670
1,1,667
1,4,670
1,5,661
1,4,661
1,4,663
1,8,659
1,3,665
1,2,664
1,8,669
1,118,984
1,72,991
1,123,949
1,113,910
1,94,962
1,86,1008
1,70,963
1,86,1006
1,77,964
1,80,1007
1,102,950
1,123,922
1,98,1012
1,108,936
1,72,993
1,99,943
1,84,956
1,116,984
1,125,938
1,103,981
1,87,973
1,134,944
1,79,1004
1,86,995
1,79,991
1,79,994
1,74,990
1,87,993
1,86,1001
1,70,991
1,68,990
1,81,991
1,78,1006
1,76,1001
1,98,1016
1,96,1011
1,95,1016
1,100,1017
1,93,1014
1,99,1000
1,102,1014
1,100,1012
1,101,1009
1,99,1016
1,97,1012
1,98,1007
1,101,970
1,102,973
1,115,964
1,100,970
1,106,978
1,106,959
1,110,972
1,101,960
1,95,967
1,109,980
1,103,971
1,99,953
1,114,905
1,111,903
1,115,908
1,110,902
1,115,922
1,110,904
1,112,902
1,115,916
1,117,914
1,110,901
1,105,902
1,109,898
1,72,93
1,83,137
1,76,128
1,91,123
1,85,153
1,60,77
1,90,135
1,87,146
1,71,70
1,46,72
1,75,79
1,99,148
1,86,125
1,39,23
1,86,107
1,65,88
1,57,70
1,23,36
1,81,147
1,31,82
1,32,101
1,81,110
1,45,48
1,88,110
1,46,92
1,35,59
1,46,123
1,76,106
1,44,65
1,56,89
1,36,16
1,42,80
1,52,87
1,89,143
1,31,39
1,92,119
1,34,96
1,39,43
1,45,37
1,30,62
1,31,50
1,39,63
1,32,50
1,34,50
1,30,57
1,40,50
1,39,49
1,28,54
1,38,53
1,36,52
1,34,65
1,28,83
1,23,91
1,20,83
1,28,81
1,22,91
1,28,101
1,20,93
1,32,85
1,21,89
1,32,84
1,27,77
1,28,85
1,43,86
1,39,83
1,44,94
1,46,81
1,32,84
1,42,86
1,52,79
1,38,71
1,39,89
1,41,83
1,44,88
1,51,81
1,56,83
1,63,78
1,70,75
1,65,74
1,54,73
1,59,76
1,72,72
1,63,80
1,67,75
1,53,69
1,67,64
1,60,77
1,100,1208
1,65,1186
1,101,1197
1,103,1223
1,69,1112
1,58,1175
1,67,1173
1,104,1179
1,108,1177
1,70,1166
1,49,1100
1,34,1113
1,91,1221
1,105,1218
1,33,1099
1,85,1102
1,102,1193
1,55,1115
1,36,1102
1,97,1214
1,28,1117
1,22,1107
1,79,1115
1,68,1185
1,73,1202
1,81,1161
1,57,1153
1,54,1124
1,90,1219
1,108,1200
1,73,1187
1,73,1213
1,79,1104
1,108,1178
1,61,1124
1,59,1135
1,52,1124
1,63,1117
1,58,1120
1,62,1119
1,58,1121
1,47,1118
1,64,1133
1,52,1118
1,63,1122
1,56,1130
1,104,1184
1,96,1181
1,103,1187
1,105,1187
1,99,1188
1,91,1189
1,104,1182
1,102,1176
1,99,1179
1,94,1188
1,109,1186
1,94,1176
1,59,1104
1,47,1090
1,70,1086
1,53,1095
1,58,1088
1,55,1095
1,59,1103
1,72,1087
1,55,1096
1,65,1097
1,55,1097
1,56,1094
1,113,1200
1,120,1212
1,115,1211
1,117,1212
1,112,1210
1,115,1217
1,113,1209
1,109,1206
1,116,1208
1,121,1207
1,111,1208
1,116,1221
1,113,194
1,133,177
1,76,178
1,142,229
1,152,179
1,153,172
1,174,190
1,149,169
1,128,219
1,191,190
1,148,228
1,161,193
1,186,242
1,129,176
1,190,201
1,150,217
1,178,210
1,155,187
1,92,180
1,184,218
1,44,152
1,79,172
1,102,206
1,191,232
1,188,237
1,171,197
1,92,173
1,190,194
1,176,196
1,186,200
1,132,219
1,102,189
1,95,243
1,184,210
1,97,184
1,138,224
1,167,178
1,167,207
1,146,248
1,40,156
1,129,213
1,57,157
1,171,219
1,33,155
1,149,187
1,80,190
1,194,185
1,156,193
1,179,203
1,166,195
1,168,193
1,156,195
1,163,197
1,167,191
1,171,184
1,179,185
1,166,197
1,169,191
1,169,194
1,122,189
1,120,194
1,118,183
1,115,185
1,123,191
1,117,189
1,124,179
1,115,192
1,121,189
1,117,187
1,115,188
1,118,202
1,143,186
1,123,181
1,134,189
1,129,189
1,139,196
1,126,197
1,130,190
1,136,185
1,133,200
1,137,198
1,127,198
1,133,194
1,162,198
1,169,206
1,164,191
1,158,193
1,172,192
1,162,201
1,166,195
1,159,200
1,169,198
1,169,199
1,171,188
1,165,194
1,87,391
1,154,353
1,171,358
1,60,344
1,76,357
1,111,402
1,82,358
1,70,372
1,70,349
1,109,436
1,85,430
1,66,423
1,64,353
1,102,402
1,53,365
1,117,441
1,97,398
1,79,423
1,65,337
1,130,373
1,134,360
1,132,390
1,105,400
1,162,359
1,123,377
1,88,404
1,120,426
1,137,381
1,124,360
1,113,433
1,125,367
1,82,383
1,62,354
1,114,427
1,106,434
1,85,368
1,99,400
1,99,408
1,167,351
1,155,345
1,157,351
1,163,348
1,154,353
1,158,349
1,151,343
1,163,356
1,153,351
1,162,349
1,158,355
1,149,344
1,85,450
1,93,448
1,81,434
1,80,446
1,85,441
1,86,449
1,88,447
1,83,447
1,92,436
1,97,433
1,88,442
1,93,439
1,116,405
1,109,402
1,124,403
1,112,406
1,107,403
1,111,411
1,121,396
1,123,408
1,119,406
1,119,407
1,119,412
1,120,407
1,77,384
1,77,377
1,73,388
1,83,369
1,80,375
1,75,377
1,68,376
1,76,379
1,63,368
1,67,376
1,77,381
1,63,374
1,129,497
1,129,488
1,69,533
1,89,557
1,148,519
1,61,548
1,108,567
1,104,572
1,54,535
1,133,536
1,50,549
1,63,535
1,110,590
1,146,514
1,124,532
1,89,534
1,125,538
1,96,503
1,119,552
1,78,550
1,104,502
1,73,531
1,84,505
1,118,504
1,90,499
1,111,596
1,63,534
1,113,595
1,118,550
1,91,550
1,93,563
1,104,556
1,93,567
1,87,557
1,95,557
1,94,568
1,92,549
1,94,566
1,93,559
1,99,565
1,87,561
1,87,567
1,99,514
1,116,510
1,106,511
1,109,501
1,104,514
1,102,499
1,107,503
1,119,510
1,103,511
1,110,518
1,106,507
1,116,508
1,108,591
1,107,583
1,111,585
1,106,578
1,110,577
1,114,591
1,111,584
1,111,591
1,105,578
1,110,589
1,109,587
1,110,596
1,127,483
1,137,489
1,136,482
1,141,487
1,128,486
1,129,483
1,140,480
1,134,484
1,132,499
1,133,489
1,121,482
1,130,482
1,130,823
1,143,875
1,144,899
1,131,847
1,133,881
1,143,812
1,177,962
1,139,807
1,145,801
1,69,823
1,136,885
1,171,993
1,93,834
1,175,951
1,136,877
1,170,939
1,124,808
1,167,925
1,149,920
1,125,794
1,165,928
1,114,850
1,117,849
1,130,872
1,101,835
1,150,891
1,122,800
1,130,827
1,160,907
1,61,821
1,110,834
1,120,868
1,168,941
1,97,838
1,90,837
1,86,831
1,92,835
1,81,829
1,81,828
1,85,836
1,95,837
1,80,829
1,91,836
1,94,835
1,87,836
1,114,852
1,127,856
1,116,861
1,118,863
1,120,858
1,130,864
1,118,868
1,119,871
1,117,868
1,122,865
1,117,866
1,117,863
1,121,842
1,124,832
1,134,842
1,116,836
1,129,838
1,126,839
1,136,847
1,116,844
1,122,844
1,125,840
1,118,835
1,115,840
1,155,918
1,151,928
1,155,925
1,156,923
1,154,931
1,159,926
1,157,928
1,156,932
1,150,929
1,153,931
1,158,936
1,156,935
1,148,1334
1,113,1386
1,139,1348
1,156,1336
1,139,1354
1,127,1342
1,114,1359
1,94,1378
1,105,1389
1,114,1346
1,124,1306
1,143,1327
1,137,1350
1,132,1347
1,122,1340
1,137,1342
1,99,1330
1,160,1358
1,131,1358
1,134,1312
1,135,1390
1,111,1353
1,112,1381
1,140,1357
1,134,1391
1,111,1345
1,109,1371
1,136,1338
1,131,1336
1,124,1333
1,129,1335
1,125,1338
1,128,1342
1,137,1341
1,128,1326
1,142,1331
1,131,1331
1,134,1335
1,130,1327
1,103,1315
1,100,1310
1,103,1308
1,98,1319
1,98,1325
1,103,1306
1,98,1322
1,104,1307
1,104,1313
1,109,1312
1,95,1313
1,102,1314
1,90,1387
1,106,1386
1,101,1386
1,108,1385
1,112,1386
1,98,1389
1,98,1384
1,103,1387
1,96,1391
1,100,1386
1,106,1383
1,102,1381
1,126,1353
1,116,1350
1,109,1347
1,126,1357
1,113,1351
1,126,1345
1,118,1354
1,134,1353
1,112,1349
1,129,1351
1,124,1339
1,117,1343
1,117,294
1,189,409
1,167,254
1,118,255
1,173,297
1,193,409
1,170,416
1,195,384
1,205,399
1,154,291
1,124,256
1,171,307
1,201,396
1,180,319
1,197,377
1,204,415
1,184,405
1,100,312
1,212,421
1,120,286
1,218,402
1,182,253
1,208,389
1,171,321
1,148,276
1,195,408
1,174,309
1,189,345
1,114,298
1,124,274
1,191,393
1,204,383
1,191,366
1,216,400
1,186,337
1,223,406
1,194,406
1,212,418
1,195,399
1,190,299
1,197,306
1,191,301
1,195,305
1,188,303
1,181,299
1,187,289
1,190,292
1,191,298
1,196,296
1,194,298
1,196,292
1,184,328
1,179,323
1,196,333
1,182,333
1,188,326
1,195,329
1,187,338
1,192,326
1,199,323
1,180,340
1,183,325
1,187,329
1,167,411
1,169,406
1,166,413
1,168,414
1,174,408
1,175,402
1,172,409
1,181,405
1,170,407
1,173,404
1,174,413
1,170,404
1,174,286
1,182,295
1,175,302
1,178,304
1,175,293
1,180,292
1,171,295
1,164,294
1,175,290
1,175,299
1,179,287
1,171,289
1,168,1240
1,182,1250
1,256,1164
1,192,1168
1,172,1165
1,140,1167
1,181,1267
1,169,1256
1,261,1212
1,226,1139
1,168,1220
1,240,1226
1,226,1217
1,221,1249
1,229,1157
1,230,1193
1,178,1200
1,220,1196
1,262,1215
1,196,1241
1,237,1159
1,171,1223
1,240,1258
1,188,1226
1,155,1171
1,181,1236
1,268,1148
1,202,1238
1,250,1217
1,253,1229
1,181,1178
1,267,1140
1,209,1301
1,175,1187
1,180,1168
1,157,1233
1,179,1272
1,230,1147
1,154,1193
1,226,1263
1,256,1157
1,249,1139
1,235,1212
1,221,1187
1,263,1125
1,196,1265
1,197,1254
1,227,1171
1,229,1108
1,217,1155
1,199,1200
1,234,1276
1,262,1212
1,246,1235
1,175,1258
1,209,1223
1,260,1160
1,245,1137
1,187,1261
1,226,1262
1,231,1296
1,212,1164
1,230,1123
1,216,1228
1,214,1274
1,234,1273
1,178,1248
1,225,1166
1,191,1212
1,184,1208
1,160,1212
1,186,1161
1,187,1266
1,151,1191
1,158,1231
1,247,1236
1,176,1181
1,137,1162
1,228,1176
1,218,1288
1,250,1174
1,179,1264
1,257,1130
1,241,1246
1,208,1165
1,153,1245
1,180,1165
1,226,1166
1,175,1257
1,179,1256
1,175,1265
1,175,1244
1,171,1252
1,177,1253
1,159,1245
1,179,1252
1,169,1261
1,169,1257
1,163,1250
1,177,1240
1,252,1238
1,253,1234
1,253,1252
1,254,1237
1,251,1237
1,252,1240
1,251,1254
1,250,1237
1,254,1232
1,249,1241
1,255,1240
1,250,1255
1,233,1285
1,228,1289
1,224,1288
1,226,1280
1,223,1286
1,226,1288
1,215,1293
1,227,1294
1,229,1287
1,215,1281
1,218,1275
1,219,1290
1,138,1163
1,147,1177
1,144,1171
1,142,1163
1,142,1177
1,134,1163
1,141,1178
1,136,1168
1,146,1178
1,136,1162
1,139,1171
1,143,1170
1,197,639
1,183,597
1,183,637
1,215,588
1,193,579
1,164,627
1,193,635
1,166,669
1,221,629
1,159,651
1,169,662
1,169,639
1,204,632
1,215,637
1,219,622
1,205,592
1,172,651
1,211,612
1,194,657
1,167,655
1,211,639
1,197,582
1,165,670
1,190,599
1,171,673
1,156,630
1,223,631
1,189,629
1,187,633
1,170,631
1,165,626
1,177,639
1,176,630
1,177,625
1,179,633
1,181,637
1,169,623
1,173,635
1,169,626
1,191,649
1,182,653
1,193,656
1,204,656
1,185,653
1,201,653
1,187,652
1,190,651
1,187,654
1,201,648
1,188,656
1,189,653
1,183,615
1,178,612
1,173,605
1,178,610
1,179,608
1,176,613
1,181,598
1,186,623
1,178,604
1,172,615
1,175,612
1,177,614
1,172,655
1,176,670
1,176,655
1,170,657
1,163,645
1,181,660
1,183,660
1,184,657
1,175,657
1,180,660
1,182,664
1,172,656
1,260,634
1,302,619
1,278,694
1,269,653
1,297,577
1,280,697
1,282,603
1,307,689
1,199,727
1,260,682
1,291,649
1,261,658
1,266,646
1,299,586
1,298,639
1,288,628
1,286,657
1,302,634
1,287,688
1,313,601
1,270,623
1,290,587
1,271,679
1,253,704
1,328,699
1,306,686
1,201,731
1,273,697
1,298,627
1,205,727
1,276,657
1,272,653
1,253,644
1,265,633
1,313,624
1,285,637
1,304,638
1,308,581
1,307,616
1,255,648
1,303,646
1,267,640
1,310,622
1,286,694
1,263,681
1,268,682
1,273,677
1,269,686
1,281,688
1,280,679
1,278,683
1,276,675
1,264,680
1,274,672
1,269,677
1,274,689
1,335,713
1,330,713
1,336,720
1,330,712
1,337,718
1,336,718
1,329,708
1,337,715
1,331,717
1,333,717
1,336,716
1,336,719
1,297,634
1,302,637
1,294,634
1,295,633
1,294,631
1,288,634
1,283,635
1,307,637
1,297,637
1,287,628
1,293,642
1,289,635
1,303,686
1,291,682
1,294,690
1,301,688
1,296,696
1,292,682
1,301,678
1,297,690
1,306,687
1,296,684
1,302,684
1,303,693
1,241,4
1,364,25
1,294,50
1,231,17
1,257,11
1,324,12
1,250,12
1,265,62
1,325,16
1,319,12
1,216,14
1,220,15
1,285,21
1,220,11
1,220,10
1,278,64
1,276,47
1,325,12
1,228,29
1,291,43
1,268,58
1,249,12
1,227,30
1,274,60
1,326,3
1,218,6
1,252,2
1,253,12
1,255,0
1,253,43
1,369,25
1,314,3
1,316,13
1,314,6
1,306,3
1,300,10
1,313,9
1,311,7
1,309,15
1,310,9
1,311,15
1,311,13
1,317,14
1,280,32
1,275,29
1,270,20
1,277,27
1,273,37
1,277,32
1,265,27
1,267,22
1,279,22
1,282,21
1,268,25
1,269,29
1,310,22
1,302,20
1,308,20
1,304,23
1,308,11
1,309,22
1,299,24
1,312,11
1,315,19
1,308,23
1,304,21
1,307,27
1,258,31
1,257,33
1,261,47
1,260,39
1,262,41
1,261,46
1,274,45
1,266,51
1,263,53
1,264,40
1,266,41
1,259,41
1,257,166
1,270,130
1,207,94
1,236,90
1,269,103
1,237,191
1,254,200
1,263,164
1,231,110
1,255,136
1,210,97
1,282,135
1,228,91
1,247,170
1,235,196
1,239,113
1,261,188
1,246,131
1,257,155
1,208,69
1,248,115
1,231,204
1,264,103
1,257,181
1,283,148
1,258,165
1,261,162
1,270,112
1,261,130
1,274,129
1,262,102
1,257,144
1,274,144
1,269,138
1,272,148
1,267,147
1,278,142
1,276,150
1,269,136
1,277,152
1,273,144
1,278,137
1,267,149
1,278,156
1,242,103
1,236,103
1,241,97
1,252,103
1,234,103
1,249,113
1,229,106
1,234,108
1,252,106
1,242,112
1,244,110
1,244,114
1,263,148
1,258,146
1,258,147
1,259,144
1,251,137
1,255,144
1,250,132
1,245,146
1,253,139
1,257,131
1,252,142
1,262,156
1,274,123
1,281,108
1,277,140
1,282,125
1,279,129
1,268,122
1,270,135
1,280,115
1,279,133
1,281,129
1,279,123
1,275,129
1,257,348
1,216,290
1,329,333
1,315,367
1,280,317
1,257,297
1,287,306
1,254,315
1,261,289
1,292,309
1,258,309
1,243,251
1,259,318
1,285,351
1,239,286
1,250,328
1,245,282
1,287,324
1,234,269
1,231,253
1,303,352
1,215,282
1,264,283
1,222,286
1,249,292
1,299,314
1,298,307
1,249,338
1,328,335
1,227,288
1,265,331
1,289,352
1,296,278
1,325,363
1,296,337
1,287,311
1,243,272
1,288,315
1,259,329
1,322,354
1,247,317
1,227,268
1,246,328
1,269,281
1,256,275
1,255,272
1,263,289
1,266,282
1,252,283
1,262,282
1,252,281
1,263,284
1,261,297
1,251,284
1,265,285
1,224,271
1,230,280
1,232,276
1,221,273
1,225,271
1,232,263
1,221,275
1,231,264
1,230,265
1,228,269
1,226,266
1,226,265
1,298,316
1,298,312
1,300,306
1,294,317
1,294,310
1,287,322
1,296,311
1,302,318
1,294,298
1,289,307
1,288,324
1,296,310
1,293,279
1,302,277
1,298,277
1,291,285
1,300,287
1,295,280
1,299,277
1,297,280
1,298,279
1,295,279
1,308,281
1,298,285
1,303,715
1,251,718
1,300,720
1,289,752
1,264,712
1,304,706
1,317,717
1,267,762
1,258,741
1,315,708
1,252,725
1,235,735
1,311,704
1,238,744
1,287,723
1,242,744
1,279,748
1,309,706
1,234,754
1,285,708
1,288,718
1,237,764
1,246,738
1,262,738
1,285,748
1,296,761
1,287,764
1,291,765
1,284,750
1,286,758
1,279,754
1,297,754
1,288,755
1,282,759
1,278,764
1,288,757
1,286,765
1,279,735
1,273,731
1,273,725
1,275,732
1,275,728
1,282,730
1,269,728
1,278,715
1,269,724
1,284,735
1,281,725
1,263,728
1,299,744
1,298,726
1,299,737
1,308,740
1,301,740
1,292,741
1,297,734
1,289,733
1,301,746
1,297,730
1,296,738
1,296,743
1,297,748
1,304,744
1,291,751
1,291,739
1,301,753
1,304,740
1,313,735
1,303,750
1,305,750
1,300,747
1,296,748
1,295,754
1,334,1263
1,331,1294
1,386,1323
1,314,1301
1,292,1358
1,309,1358
1,361,1261
1,323,1356
1,347,1269
1,276,1345
1,357,1284
1,268,1359
1,383,1292
1,332,1260
1,378,1262
1,299,1317
1,281,1373
1,282,1343
1,378,1271
1,361,1263
1,277,1363
1,344,1294
1,273,1355
1,271,1385
1,353,1310
1,372,1265
1,391,1286
1,295,1353
1,344,1244
1,325,1332
1,351,1243
1,358,1286
1,289,1342
1,319,1336
1,262,1352
1,351,1272
1,317,1299
1,278,1364
1,318,1331
1,298,1302
1,276,1360
1,287,1330
1,264,1327
1,356,1274
1,349,1276
1,241,1389
1,339,1262
1,370,1246
1,270,1339
1,282,1370
1,352,1268
1,416,1313
1,292,1344
1,290,1351
1,348,1277
1,383,1252
1,299,1318
1,405,1314
1,235,1387
1,279,1323
1,253,1381
1,256,1369
1,248,1384
1,251,1365
1,247,1374
1,248,1379
1,251,1380
1,251,1377
1,255,1376
1,251,1375
1,234,1384
1,254,1382
1,260,1356
1,273,1365
1,265,1362
1,271,1360
1,270,1357
1,270,1361
1,275,1368
1,267,1367
1,274,1372
1,270,1359
1,267,1372
1,276,1359
1,296,1327
1,281,1334
1,283,1326
1,290,1322
1,296,1323
1,304,1323
1,280,1324
1,295,1317
1,289,1321
1,277,1330
1,298,1327
1,280,1320
1,390,1318
1,377,1317
1,376,1316
1,386,1319
1,376,1317
1,376,1312
1,382,1317
1,384,1311
1,391,1315
1,400,1322
1,382,1318
1,390,1317
1,302,1013
1,293,978
1,284,985
1,302,995
1,281,975
1,316,1013
1,283,975
1,281,965
1,308,985
1,276,1010
1,283,982
1,313,975
1,299,1007
1,307,986
1,304,991
1,294,1006
1,283,1008
1,335,970
1,332,984
1,347,1029
1,289,1013
1,350,1031
1,350,1032
1,344,1027
1,354,1031
1,349,1031
1,358,1034
1,349,1029
1,345,1033
1,354,1032
1,349,1034
1,364,1029
1,348,1031
1,296,964
1,299,973
1,290,968
1,285,968
1,288,977
1,293,970
1,293,974
1,293,965
1,288,965
1,284,971
1,284,987
1,289,976
1,336,986
1,333,985
1,331,994
1,338,987
1,329,985
1,336,989
1,338,986
1,325,983
1,339,979
1,335,981
1,341,979
1,335,987
1,314,981
1,304,971
1,308,974
1,299,979
1,316,978
1,307,976
1,313,979
1,321,975
1,303,980
1,296,977
1,315,979
1,301,973
1,320,483
1,338,577
1,264,455
1,298,488
1,336,509
1,323,534
1,341,567
1,337,593
1,348,570
1,316,559
1,314,539
1,349,580
1,333,538
1,299,566
1,309,536
1,326,531
1,326,471
1,308,557
1,273,464
1,327,582
1,322,549
1,275,465
1,341,575
1,318,578
1,292,488
1,330,554
1,327,554
1,332,558
1,329,548
1,335,557
1,328,559
1,333,548
1,333,542
1,334,547
1,324,539
1,326,546
1,328,562
1,275,467
1,276,468
1,275,463
1,274,465
1,278,467
1,273,466
1,284,468
1,278,463
1,267,457
1,271,461
1,272,465
1,274,467
1,338,572
1,329,584
1,327,581
1,346,593
1,340,583
1,341,592
1,331,586
1,333,597
1,348,587
1,336,595
1,344,581
1,334,589
1,313,534
1,321,540
1,322,540
1,311,541
1,320,535
1,310,553
1,318,540
1,313,547
1,313,551
1,308,543
1,314,546
1,309,542
1,426,924
1,411,898
1,371,898
1,379,905
1,395,907
1,331,899
1,399,899
1,401,926
1,413,929
1,391,908
1,388,916
1,400,917
1,421,905
1,252,895
1,418,925
1,327,901
1,431,901
1,404,923
1,428,928
1,416,930
1,420,922
1,406,930
1,415,931
1,412,932
1,422,928
1,427,924
1,400,932
1,413,927
1,417,937
1,389,893
1,386,896
1,389,890
1,396,894
1,393,897
1,382,894
1,390,907
1,393,903
1,387,900
1,395,899
1,393,901
1,387,902
1,419,899
1,436,907
1,432,912
1,429,909
1,431,899
1,436,908
1,433,905
1,435,903
1,426,907
1,431,902
1,435,901
1,424,899
1,420,917
1,430,906
1,422,915
1,428,905
1,422,921
1,421,921
1,424,903
1,425,907
1,417,920
1,410,908
1,427,915
1,424,919
1,361,1117
1,379,1222
1,332,1204
1,283,1189
1,386,1192
1,302,1191
1,373,1175
1,400,1227
1,372,1144
1,375,1192
1,413,1223
1,324,1203
1,331,1192
1,334,1199
1,361,1163
1,325,1136
1,352,1172
1,336,1129
1,374,1169
1,346,1118
1,309,1152
1,341,1197
1,302,1168
1,304,1218
1,337,1143
1,398,1186
1,396,1217
1,357,1145
1,267,1172
1,382,1180
1,331,1140
1,321,1127
1,381,1217
1,337,1176
1,345,1125
1,286,1153
1,290,1217
1,289,1216
1,365,1199
1,406,1213
1,362,1205
1,364,1140
1,391,1223
1,316,1182
1,402,1194
1,323,1173
1,340,1125
1,382,1159
1,395,1212
1,348,1208
1,377,1174
1,328,1125
1,355,1158
1,300,1159
1,290,1159
1,309,1193
1,366,1139
1,352,1143
1,362,1143
1,359,1140
1,374,1140
1,367,1139
1,360,1138
1,369,1147
1,374,1148
1,358,1142
1,354,1141
1,369,1140
1,310,1176
1,315,1172
1,308,1166
1,314,1173
1,314,1166
1,306,1171
1,314,1161
1,318,1181
1,311,1170
1,306,1163
1,306,1174
1,320,1165
1,335,1156
1,334,1156
1,327,1157
1,329,1158
1,344,1155
1,330,1144
1,335,1157
1,327,1152
1,333,1142
1,331,1166
1,325,1152
1,340,1147
1,394,1210
1,397,1206
1,383,1212
1,391,1208
1,391,1198
1,398,1212
1,387,1213
1,390,1209
1,389,1215
1,381,1208
1,395,1201
1,388,1204
1,389,114
